"","r","t","K100","K105","K110","K115","K120","K125","K126","K127","K128","K129","K130","K131","K132","K133","K134","K135","K136","K137","K138","K139","K140","K141","K142","K143","K144","K145","K146","K147","K148","K149","K150","K155","K160","K165","K170","K175","K180","K185","K190","K195","K200","S"
"1612",0.0425,10312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.68
"1613",0.0425,10314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.69
"1614",0.0425,10315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.4409
"1615",0.0425,10316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,2.77,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.3283
"1616",0.0425,10319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.09
"1617",0.0425,10320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.09
"1618",0.0425,10321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,140
"1619",0.0425,10323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.1058
"1620",0.0425,10326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.33
"1621",0.0425,10327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.375
"1622",0.0425,10328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.2
"1623",0.0425,10329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,NA,NA,NA,NA,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.3
"1624",0.0425,10330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,140.36
"1625",0.0425,10331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.26
"1626",0.0425,10334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.3799
"1627",0.0425,10335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.4744
"1628",0.0425,10336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,1.385,0.725,NA,NA,NA,NA,NA,NA,NA,NA,140.5854
"1629",0.0425,10339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.37
"1630",0.0425,10340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35,NA,NA,NA,NA,9.75,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.3772
"1631",0.0425,10342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.555
"1632",0.0425,10346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.3655
"1633",0.0425,10351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3617,NA,NA,NA,NA,NA,NA,NA,140.2799
"1634",0.0425,10352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,140.45
"1635",0.0425,10356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.45
"1636",0.0425,10358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,NA,4.2,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,140.045
"1637",0.0425,10360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3.45,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0355
"1638",0.0425,10361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4.1,NA,3.4,NA,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.8739
"1639",0.0425,10362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,139.9171
"1640",0.0425,10363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.9816
"1641",0.0425,10364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,139.955
"1642",0.0425,10365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,0.03,NA,NA,139.85
"1643",0.0425,10366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.7873
"1644",0.0425,10367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.75
"1645",0.0425,10368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.79
"1646",0.0425,10371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.9
"1647",0.0425,10372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.8843
"1648",0.0425,10373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,5.5,NA,NA,4.15,NA,NA,NA,NA,2.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.945
"1649",0.0425,10374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.9813
"1650",0.0425,10375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.05
"1651",0.0425,10376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,140.04
"1652",0.0425,10378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,140.0401
"1653",0.0425,10380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.19
"1654",0.0425,10381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.1701
"1655",0.0425,10384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.23
"1656",0.0425,10385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,140.07
"1657",0.0425,10386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.16
"1658",0.0425,10387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.1209
"1659",0.0425,10389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.135
"1660",0.0425,10390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.245
"1661",0.0425,10391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,140.27
"1662",0.0425,10392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,140.16
"1663",0.0425,10394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,5,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.73
"1664",0.0425,10395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.45
"1665",0.0425,10396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,3.9,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2901
"1666",0.0425,10398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.1298
"1667",0.0425,10399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,139.16
"1668",0.0425,10400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.01
"1669",0.0425,10401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.025
"1670",0.0425,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,0.6,NA,NA,NA,NA,NA,NA,NA,NA,138.79
"1671",0.0425,10403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,138.84
"1672",0.0425,10404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,2.11,1.12,0.59,NA,NA,NA,NA,NA,NA,NA,NA,138.715
"1673",0.0425,10405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,138.69
"1674",0.0425,10406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7967,NA,NA,NA,NA,3.63,3.25,NA,NA,NA,2.0721,1.12,0.58,NA,NA,NA,NA,NA,NA,NA,NA,138.645
"1675",0.0425,10407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,2.1,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.69
"1676",0.0425,10408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,138.63
"1677",0.0425,10409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.65
"1678",0.0425,10410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.79
"1679",0.0425,10411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,NA,NA,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,1.12,0.58,NA,NA,NA,NA,NA,NA,NA,NA,138.75
"1680",0.0425,10412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.54
"1681",0.0425,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.555
"1682",0.0425,10414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.6
"1683",0.0425,10415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.8
"1684",0.0425,10416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA,NA,7.05,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.69
"1685",0.0425,10417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,138.7701
"1686",0.0425,10418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,2.13,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,138.76
"1687",0.0425,10419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.66
"1688",0.0425,10420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,NA,4.9,4.47,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.31,NA,NA,NA,NA,NA,NA,NA,138.4631
"1689",0.0425,10421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,5.35,NA,4.4,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.38
"1690",0.0425,10422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.52
"1691",0.0425,10423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.345
"1692",0.0425,10424,NA,NA,NA,NA,NA,15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,NA,NA,NA,NA,5.75,NA,NA,NA,3.95,3.64,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,138.4788
"1693",0.0425,10425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.3,NA,NA,NA,NA,NA,NA,NA,138.23
"1694",0.0425,10426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,2.1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.55
"1695",0.0425,10427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,NA,NA,NA,NA,3.66,3.29,NA,NA,NA,2.1,1.15,0.6,NA,NA,NA,NA,NA,NA,NA,NA,138.705
"1696",0.0425,10428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.62
"1697",0.0425,10430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,NA,NA,NA,1.12,0.57,NA,NA,NA,NA,NA,NA,NA,NA,138.5199
"1698",0.0425,10431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.72
"1699",0.0425,10432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.6,0.31,NA,NA,NA,NA,NA,NA,NA,138.81
"1700",0.0425,10433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,138.81
"1701",0.0425,10434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.81
"1702",0.0425,10435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.765
"1703",0.0425,10436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.785
"1704",0.0425,10437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,2.36,NA,1.13,NA,0.31,NA,NA,NA,NA,NA,NA,NA,138.71
"1705",0.0425,10438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,0.57,NA,NA,NA,NA,NA,NA,NA,NA,138.6
"1706",0.0425,10439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.8
"1707",0.0425,10441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,NA,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.5967,NA,NA,NA,NA,NA,NA,NA,NA,138.685
"1708",0.0425,10442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.64
"1709",0.0425,10443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,138.931
