"","c","t"
"2269",145.38,1665086580000
"2270",145.44,1665086640000
"2271",145.48,1665086700000
"2272",145.44,1665086760000
"2273",145.44,1665086820000
"2274",145.43,1665086880000
"2275",145.45,1665086940000
"2276",145.43,1.665087e+12
"2277",145.43,1665087060000
"2278",145.45,1665087120000
"2279",145.45,1665087180000
"2280",145.4,1665087240000
"2281",145.42,1665087300000
"2282",145.41,1665087360000
"2283",145.22,1665087420000
"2284",145.2,1665087480000
"2285",144.83,1665087540000
"2286",145.18,1665087600000
"2287",145.13,1665087660000
"2288",145.09,1665087720000
"2289",145.17,1665087780000
"2290",145.21,1665087840000
"2291",145.05,1665087900000
"2292",145.12,1665087960000
"2293",144.94,1665088020000
"2294",144.96,1665088080000
"2295",144.9,1665088140000
"2296",144.75,1665088200000
"2297",144.85,1665088260000
"2298",144.86,1665088320000
"2299",144.8,1665088380000
"2300",144.78,1665088440000
"2301",144.8,1665088500000
"2302",144.8568,1665088560000
"2303",144.93,1665088620000
"2304",144.98,1665088680000
"2305",144.94,1665088740000
"2306",144.8,1665088800000
"2307",145.04,1665088860000
"2308",144.92,1665088920000
"2309",144.9,1665088980000
"2310",144.88,1665089100000
"2311",144.96,1665089160000
"2312",145.43,1665089220000
"2313",144.92,1665089280000
"2314",144.86,1665089340000
"2315",144.73,1665089400000
"2316",144.76,1665089460000
"2317",144.81,1665089520000
"2318",144.75,1665089580000
"2319",144.81,1665089640000
"2320",144.8,1665089700000
"2321",144.84,1665089820000
"2322",144.81,1665089880000
"2323",144.79,1665089940000
"2324",144.82,1.66509e+12
"2325",144.9,1665090060000
"2326",144.78,1665090120000
"2327",144.78,1665090180000
"2328",144.71,1665090240000
"2329",144.7,1665090300000
"2330",144.63,1665090360000
"2331",144.62,1665090420000
"2332",144.59,1665090480000
"2333",144.6,1665090540000
"2334",144.57,1665090600000
"2335",144.565,1665090660000
"2336",144.64,1665090720000
"2337",144.54,1665090780000
"2338",144.54,1665090840000
"2339",144.51,1665090900000
"2340",144.54,1665091020000
"2341",144.59,1665091080000
"2342",144.55,1665091140000
"2343",144.49,1665091200000
"2344",144.4,1665091260000
"2345",144.4,1665091320000
"2346",144.63,1665091380000
"2347",144.61,1665091440000
"2348",144.62,1665091500000
"2349",144.6086,1665091560000
"2350",144.57,1665091620000
"2351",144.41,1665091680000
"2352",144.48,1665091740000
"2353",144.41,1665091800000
"2354",144.4,1665091860000
"2355",144.43,1665091920000
"2356",144.5,1665091980000
"2357",144.4136,1665092100000
"2358",144.51,1665092160000
"2359",144.52,1665092220000
"2360",144.47,1665092280000
"2361",144.47,1665092400000
"2362",144.56,1665092460000
"2363",144.52,1665092520000
"2364",144.67,1665092580000
"2365",144.55,1665092640000
"2366",144.67,1665092700000
"2367",144.65,1665092760000
"2368",144.68,1665092940000
"2369",144.78,1.665093e+12
"2370",144.71,1665093060000
"2371",144.7,1665093120000
"2372",144.7,1665093180000
"2373",144.7,1665093240000
"2374",144.68,1665093360000
"2375",144.69,1665093480000
"2376",144.67,1665093540000
"2377",144.42,1665093600000
"2378",144.75,1665093720000
"2379",144.71,1665093780000
"2380",144.71,1665093840000
"2381",144.74,1665093900000
"2382",144.6,1665094020000
"2383",144.62,1665094080000
"2384",144.69,1665094140000
"2385",144.69,1665094200000
"2386",144.73,1665094260000
"2387",144.77,1665094320000
"2388",144.75,1665094500000
"2389",144.76,1665094560000
"2390",144.83,1665094620000
"2391",144.77,1665094680000
"2392",144.79,1665094740000
"2393",144.95,1665094800000
"2394",144.77,1665095160000
"2395",144.8,1665095220000
"2396",144.74,1665095280000
"2397",144.76,1665095580000
"2398",144.72,1665095820000
"2399",144.72,1665095880000
"2400",144.72,1665095940000
"2401",144.72,1665096060000
"2402",144.72,1665096180000
"2403",144.71,1665096240000
"2404",144.72,1665096420000
"2405",144.7,1665096900000
"2406",144.69,1665097080000
"2407",144.72,1665097200000
"2408",144.74,1665097260000
"2409",144.75,1665097320000
"2410",144.61,1665097380000
"2411",144.9,1665097500000
"2412",144.88,1665098100000
"2413",144.81,1665098340000
"2414",144.75,1665098400000
"2415",144.8,1665098460000
"2416",144.75,1665098520000
"2417",144.84,1665098640000
"2418",144.92,1665098700000
"2419",144.87,1665098760000
"2420",144.86,1665098820000
"2421",144.94,1665098880000
"2422",145.14,1665098940000
"2423",145.13,1.665099e+12
"2424",144.9,1665099060000
"2425",145,1665099120000
"2426",145,1665099180000
"2427",144.85,1665099240000
"2428",144.82,1665099300000
"2429",144.9,1665099420000
"2430",144.82,1665099480000
"2431",144.81,1665099540000
"2432",144.8,1665099600000
"2433",144.8,1665099720000
"2434",144.8,1665099780000
"2435",144.75,1665099840000
"2436",144.8,1665099900000
"2437",144.86,1665100140000
"2438",144.86,1665100200000
"2439",144.86,1665100260000
"2440",144.89,1665100320000
"2441",144.83,1665100380000
"2442",144.84,1665100500000
"2443",144.8,1665100560000
"2444",144.81,1665100620000
"2445",144.8,1665100680000
"2446",144.78,1665100740000
"2447",144.79,1665129600000
"2448",144.15,1665129720000
"2449",144.38,1665129780000
"2450",144.42,1665129960000
"2451",144.5,1665130020000
"2452",144.62,1665130080000
"2453",144.64,1665130200000
"2454",144.69,1665130320000
"2455",144.77,1665130380000
"2456",144.7,1665130560000
"2457",144.77,1665130860000
"2458",144.7,1665130980000
"2459",144.69,1665131340000
"2460",144.63,1665131400000
"2461",144.82,1665131820000
"2462",144.64,1665131880000
"2463",144.69,1665132420000
"2464",144.83,1665132720000
"2465",144.83,1665132780000
"2466",144.82,1665132900000
"2467",144.9,1665133500000
"2468",144.88,1665133800000
"2469",145,1665133920000
"2470",145.04,1665133980000
"2471",145.13,1665134100000
"2472",145.13,1665134340000
"2473",145,1665134820000
"2474",145.05,1665134880000
"2475",145.04,1665134940000
"2476",145.1,1665135540000
"2477",145,1665136200000
"2478",144.88,1665136860000
"2479",144.8,1665136920000
"2480",144.67,1665136980000
"2481",144.7,1665137040000
"2482",144.83,1665137340000
"2483",144.67,1665137640000
"2484",144.68,1665137760000
"2485",144.65,1665137820000
"2486",144.65,1665138420000
"2487",144.66,1665138660000
"2488",144.64,1665138720000
"2489",144.52,1665138780000
"2490",144.75,1665139140000
"2491",144.7,1665139260000
"2492",144.62,1665139320000
"2493",144.63,1665139380000
"2494",144.78,1665139440000
"2495",144.81,1665139560000
"2496",144.82,1665139620000
"2497",144.82,1665139740000
"2498",144.74,1665139860000
"2499",144.71,1665139920000
"2500",144.65,1665140040000
"2501",144.66,1665140160000
"2502",144.9,1665140400000
"2503",144.73,1665140460000
"2504",144.65,1665140520000
"2505",144.66,1665140580000
"2506",144.85,1665140700000
"2507",144.9,1665140880000
"2508",144.89,1665140940000
"2509",144.85,1665141120000
"2510",144.84,1665141300000
"2511",144.89,1665141360000
"2512",144.81,1665141480000
"2513",144.76,1665141720000
"2514",144.75,1665141840000
"2515",144.71,1665142020000
"2516",144.71,1665142080000
"2517",144.72,1665142140000
"2518",144.69,1665142200000
"2519",144.72,1665142320000
"2520",144.78,1665142380000
"2521",144.8,1665142440000
"2522",144.76,1665142560000
"2523",144.67,1665142620000
"2524",144.52,1665142680000
"2525",144.65,1665142740000
"2526",144.64,1665142800000
"2527",144.55,1665142860000
"2528",144.5,1665142920000
"2529",144.5,1665142980000
"2530",144.41,1665143040000
"2531",144.42,1665143100000
"2532",144.5,1665143160000
"2533",144.5,1665143220000
"2534",144.56,1665143280000
"2535",144.56,1665143340000
"2536",144.65,1665143400000
"2537",144.69,1665143460000
"2538",144.77,1665143580000
"2539",144.76,1665143640000
"2540",144.6,1665143880000
"2541",144.65,1665143940000
"2542",145.067,1.665144e+12
"2543",144.72,1665144060000
"2544",144.73,1665144120000
"2545",144.7,1665144180000
"2546",144.67,1665144240000
"2547",144.7,1665144300000
"2548",144.69,1665144360000
"2549",144.63,1665144420000
"2550",144.56,1665144480000
"2551",144.57,1665144540000
"2552",144.57,1665144660000
"2553",144.62,1665144720000
"2554",144.63,1665144780000
"2555",144.75,1665144840000
"2556",144.74,1665144900000
"2557",144.8798,1665144960000
"2558",144.83,1665145020000
"2559",144.89,1665145080000
"2560",145,1665145140000
"2561",145.11,1665145200000
"2562",145.06,1665145260000
"2563",145.04,1665145320000
"2564",145.13,1665145380000
"2565",145.2,1665145440000
"2566",145.19,1665145500000
"2567",145.02,1665145560000
"2568",144.97,1665145620000
"2569",144.98,1665145680000
"2570",145.25,1665145740000
"2571",143.9,1665145800000
"2572",142.74,1665145860000
"2573",143.08,1665145920000
"2574",143.6,1665145980000
"2575",143.4,1665146040000
"2576",143.54,1665146100000
"2577",143.38,1665146160000
"2578",143.09,1665146220000
"2579",142.66,1665146280000
"2580",142.8,1665146340000
"2581",142.705,1665146400000
"2582",142.49,1665146460000
"2583",142.5,1665146520000
"2584",142.36,1665146580000
"2585",142.05,1665146640000
"2586",142.15,1665146700000
"2587",141.96,1665146760000
"2588",142,1665146820000
"2589",141.9,1665146880000
"2590",141.87,1665146940000
"2591",141.85,1.665147e+12
"2592",141.64,1665147060000
"2593",141.89,1665147120000
"2594",142.15,1665147180000
"2595",142,1665147240000
"2596",142.1,1665147300000
"2597",142.34,1665147360000
"2598",142.42,1665147420000
"2599",142.57,1665147480000
"2600",142.6,1665147540000
"2601",142.39,1665147600000
"2602",142.35,1665147660000
"2603",142.12,1665147720000
"2604",142.22,1665147780000
"2605",142.29,1665147840000
"2606",142.19,1665147900000
"2607",142.27,1665147960000
"2608",142.15,1665148020000
"2609",142.09,1665148080000
"2610",142.31,1665148140000
"2611",142.33,1665148200000
"2612",142.5,1665148260000
"2613",142.43,1665148320000
"2614",142.5,1665148380000
"2615",142.62,1665148440000
"2616",142.47,1665148500000
"2617",142.47,1665148560000
"2618",142.6,1665148620000
"2619",142.67,1665148680000
"2620",142.46,1665148740000
"2621",142.41,1665148800000
"2622",142.29,1665148860000
"2623",142.24,1665148920000
"2624",142.32,1665148980000
"2625",142.28,1665149040000
"2626",142.48,1665149100000
"2627",142.57,1665149160000
"2628",142.57,1665149220000
"2629",142.57,1665149280000
"2630",142.58,1665149340000
"2631",142.4215,1665149400000
"2632",142.32,1665149460000
"2633",142.175,1665149520000
"2634",142.525,1665149580000
"2635",142.56,1665149640000
"2636",142.71,1665149700000
"2637",142.8147,1665149760000
"2638",142.7,1665149820000
"2639",142.6999,1665149880000
"2640",142.84,1665149940000
"2641",142.865,1.66515e+12
"2642",142.86,1665150060000
"2643",142.725,1665150120000
"2644",142.4301,1665150180000
"2645",142.1,1665150240000
"2646",142.05,1665150300000
"2647",142.21,1665150360000
"2648",142.09,1665150420000
"2649",142.19,1665150480000
"2650",142.045,1665150540000
"2651",142.0403,1665150600000
"2652",141.93,1665150660000
"2653",142,1665150720000
"2654",141.97,1665150780000
"2655",141.885,1665150840000
"2656",141.7591,1665150900000
"2657",141.785,1665150960000
"2658",141.585,1665151020000
"2659",141.47,1665151080000
"2660",141.54,1665151140000
"2661",141.53,1665151200000
"2662",141.41,1665151260000
"2663",141.37,1665151320000
"2664",141.425,1665151380000
"2665",141.455,1665151440000
"2666",141.61,1665151500000
"2667",141.73,1665151560000
"2668",141.75,1665151620000
"2669",141.55,1665151680000
"2670",141.6,1665151740000
"2671",141.6,1665151800000
"2672",141.6532,1665151860000
"2673",141.65,1665151920000
"2674",141.47,1665151980000
"2675",141.2999,1665152040000
"2676",141.37,1665152100000
"2677",141.611,1665152160000
"2678",141.62,1665152220000
"2679",141.677,1665152280000
"2680",141.6671,1665152340000
"2681",141.6567,1665152400000
"2682",141.81,1665152460000
"2683",141.7,1665152520000
"2684",141.77,1665152580000
"2685",141.43,1665152640000
"2686",141.41,1665152700000
"2687",141.3699,1665152760000
"2688",141.36,1665152820000
"2689",141.1,1665152880000
"2690",141.12,1665152940000
"2691",141.1407,1.665153e+12
"2692",141.13,1665153060000
"2693",141.05,1665153120000
"2694",141.1899,1665153180000
"2695",141.13,1665153240000
"2696",141.0424,1665153300000
"2697",140.9938,1665153360000
"2698",140.9785,1665153420000
"2699",140.95,1665153480000
"2700",140.94,1665153540000
"2701",141.1002,1665153600000
"2702",141.12,1665153660000
"2703",141.14,1665153720000
"2704",141.07,1665153780000
"2705",141.4001,1665153840000
"2706",141.4854,1665153900000
"2707",141.44,1665153960000
"2708",141.5595,1665154020000
"2709",141.64,1665154080000
"2710",141.5386,1665154140000
"2711",141.445,1665154200000
"2712",141.295,1665154260000
"2713",141.39,1665154320000
"2714",141.43,1665154380000
"2715",141.4891,1665154440000
"2716",141.55,1665154500000
"2717",141.5399,1665154560000
"2718",141.465,1665154620000
"2719",141.3637,1665154680000
"2720",141.334,1665154740000
"2721",141.425,1665154800000
"2722",141.4684,1665154860000
"2723",141.57,1665154920000
"2724",141.54,1665154980000
"2725",141.565,1665155040000
"2726",141.53,1665155100000
"2727",141.52,1665155160000
"2728",141.4,1665155220000
"2729",141.45,1665155280000
"2730",141.365,1665155340000
"2731",141.47,1665155400000
"2732",141.4171,1665155460000
"2733",141.325,1665155520000
"2734",141.2284,1665155580000
"2735",141.3385,1665155640000
"2736",141.385,1665155700000
"2737",141.36,1665155760000
"2738",141.39,1665155820000
"2739",141.36,1665155880000
"2740",141.135,1665155940000
"2741",141.11,1.665156e+12
"2742",141.0164,1665156060000
"2743",141.05,1665156120000
"2744",141.16,1665156180000
"2745",141.19,1665156240000
"2746",141.1611,1665156300000
"2747",141.36,1665156360000
"2748",141.255,1665156420000
"2749",141.2463,1665156480000
"2750",141.23,1665156540000
"2751",141.355,1665156600000
"2752",141.26,1665156660000
"2753",141.24,1665156720000
"2754",141.2399,1665156780000
"2755",141.17,1665156840000
"2756",141.195,1665156900000
"2757",141.29,1665156960000
"2758",141.24,1665157020000
"2759",141.12,1665157080000
"2760",141.1,1665157140000
"2761",141.1239,1665157200000
"2762",141.11,1665157260000
"2763",140.8868,1665157320000
"2764",140.873,1665157380000
"2765",140.92,1665157440000
"2766",140.94,1665157500000
"2767",140.939,1665157560000
"2768",140.9278,1665157620000
"2769",140.905,1665157680000
"2770",140.861,1665157740000
"2771",140.93,1665157800000
"2772",141.01,1665157860000
"2773",141.11,1665157920000
"2774",140.99,1665157980000
"2775",140.92,1665158040000
"2776",140.89,1665158100000
"2777",140.98,1665158160000
"2778",141.03,1665158220000
"2779",141.215,1665158280000
"2780",141.1206,1665158340000
"2781",141.075,1665158400000
"2782",141.04,1665158460000
"2783",141.1,1665158520000
"2784",141.055,1665158580000
"2785",141.13,1665158640000
"2786",141.2001,1665158700000
"2787",141.2,1665158760000
"2788",141.0999,1665158820000
"2789",141.14,1665158880000
"2790",141.22,1665158940000
"2791",141.3101,1.665159e+12
"2792",141.245,1665159060000
"2793",141.26,1665159120000
"2794",141.1712,1665159180000
"2795",141.035,1665159240000
"2796",141.0008,1665159300000
"2797",141.0494,1665159360000
"2798",141.09,1665159420000
"2799",141.0067,1665159480000
"2800",141.0299,1665159540000
"2801",140.9409,1665159600000
"2802",140.71,1665159660000
"2803",140.79,1665159720000
"2804",140.8492,1665159780000
"2805",140.71,1665159840000
"2806",140.7,1665159900000
"2807",140.75,1665159960000
"2808",140.785,1665160020000
"2809",140.71,1665160080000
"2810",140.67,1665160140000
"2811",140.571,1665160200000
"2812",140.59,1665160260000
"2813",140.63,1665160320000
"2814",140.5,1665160380000
"2815",140.4768,1665160440000
"2816",140.46,1665160500000
"2817",140.5613,1665160560000
"2818",140.5,1665160620000
"2819",140.56,1665160680000
"2820",140.585,1665160740000
"2821",140.535,1665160800000
"2822",140.4945,1665160860000
"2823",140.46,1665160920000
"2824",140.428,1665160980000
"2825",140.47,1665161040000
"2826",140.435,1665161100000
"2827",140.3199,1665161160000
"2828",140.2737,1665161220000
"2829",140.31,1665161280000
"2830",140.36,1665161340000
"2831",140.3387,1665161400000
"2832",140.453,1665161460000
"2833",140.2875,1665161520000
"2834",140.31,1665161580000
"2835",140.23,1665161640000
"2836",140.29,1665161700000
"2837",140.37,1665161760000
"2838",140.3671,1665161820000
"2839",140.31,1665161880000
"2840",140.3,1665161940000
"2841",140.1999,1.665162e+12
"2842",140.12,1665162060000
"2843",140.135,1665162120000
"2844",140.05,1665162180000
"2845",140.155,1665162240000
"2846",140.1899,1665162300000
"2847",140.085,1665162360000
"2848",140.05,1665162420000
"2849",140.021,1665162480000
"2850",139.97,1665162540000
"2851",140.1,1665162600000
"2852",140.15,1665162660000
"2853",140.23,1665162720000
"2854",140.3189,1665162780000
"2855",140.36,1665162840000
"2856",140.295,1665162900000
"2857",140.4,1665162960000
"2858",140.491,1665163020000
"2859",140.51,1665163080000
"2860",140.48,1665163140000
"2861",140.4191,1665163200000
"2862",140.38,1665163260000
"2863",140.25,1665163320000
"2864",140.28,1665163380000
"2865",140.32,1665163440000
"2866",140.325,1665163500000
"2867",140.255,1665163560000
"2868",140.3177,1665163620000
"2869",140.365,1665163680000
"2870",140.26,1665163740000
"2871",140.14,1665163800000
"2872",140.175,1665163860000
"2873",140.195,1665163920000
"2874",140.23,1665163980000
"2875",140.12,1665164040000
"2876",140.23,1665164100000
"2877",140.298,1665164160000
"2878",140.25,1665164220000
"2879",140.25,1665164280000
"2880",140.26,1665164340000
"2881",140.32,1665164400000
"2882",140.5099,1665164460000
"2883",140.48,1665164520000
"2884",140.5812,1665164580000
"2885",140.48,1665164640000
"2886",140.445,1665164700000
"2887",140.49,1665164760000
"2888",140.425,1665164820000
"2889",140.3809,1665164880000
"2890",140.315,1665164940000
"2891",140.36,1.665165e+12
"2892",140.3297,1665165060000
"2893",140.26,1665165120000
"2894",140.25,1665165180000
"2895",140.2018,1665165240000
"2896",140.2066,1665165300000
"2897",140.12,1665165360000
"2898",140.06,1665165420000
"2899",140.05,1665165480000
"2900",140.15,1665165540000
"2901",140.175,1665165600000
"2902",140.145,1665165660000
"2903",140.2003,1665165720000
"2904",140.2299,1665165780000
"2905",140.215,1665165840000
"2906",140.215,1665165900000
"2907",140.34,1665165960000
"2908",140.32,1665166020000
"2909",140.275,1665166080000
"2910",140.3006,1665166140000
"2911",140.27,1665166200000
"2912",140.27,1665166260000
"2913",140.46,1665166320000
"2914",140.4319,1665166380000
"2915",140.48,1665166440000
"2916",140.405,1665166500000
"2917",140.52,1665166560000
"2918",140.495,1665166620000
"2919",140.385,1665166680000
"2920",140.3,1665166740000
"2921",140.175,1665166800000
"2922",140.225,1665166860000
"2923",140.3412,1665166920000
"2924",140.205,1665166980000
"2925",140.13,1665167040000
"2926",140.085,1665167100000
"2927",140.1301,1665167160000
"2928",140.14,1665167220000
"2929",140.1057,1665167280000
"2930",140.0779,1665167340000
"2931",140.025,1665167400000
"2932",140.055,1665167460000
"2933",139.965,1665167520000
"2934",140.015,1665167580000
"2935",140.1123,1665167640000
"2936",140.185,1665167700000
"2937",140.225,1665167760000
"2938",140.275,1665167820000
"2939",140.1401,1665167880000
"2940",140.1701,1665167940000
"2941",140.21,1.665168e+12
"2942",140.23,1665168060000
"2943",140.115,1665168120000
"2944",140.09,1665168180000
"2945",140.0609,1665168240000
"2946",140.0499,1665168300000
"2947",140.07,1665168360000
"2948",140.05,1665168420000
"2949",139.98,1665168480000
"2950",140.03,1665168540000
"2951",140.045,1665168600000
"2952",139.991,1665168660000
"2953",140.01,1665168720000
"2954",139.9682,1665168780000
"2955",140.04,1665168840000
"2956",140.05,1665168900000
"2957",140.14,1665168960000
"2958",140.065,1665169020000
"2959",140.16,1665169080000
"2960",140.18,1665169140000
"2961",140.31,1665169200000
"2962",140.33,1665169260000
"2963",140.409,1665169320000
"2964",140.41,1665169380000
"2965",140.47,1665169440000
"2966",140.44,1665169500000
"2967",140.455,1665169560000
"2968",140.375,1665169620000
"2969",140.3155,1665169680000
"2970",140.355,1665169740000
"2971",140.4287,1665169800000
"2972",140.39,1665169860000
"2973",140.3637,1665169920000
"2974",140.1935,1665169980000
"2975",140.12,1665170040000
"2976",140.129,1665170100000
"2977",140.095,1665170160000
"2978",140.0967,1665170220000
"2979",140.06,1665170280000
"2980",140.025,1665170340000
"2981",139.9867,1665170400000
"2982",139.963,1665170460000
"2983",139.88,1665170520000
"2984",139.8309,1665170580000
"2985",139.925,1665170640000
"2986",139.865,1665170700000
"2987",139.795,1665170760000
"2988",139.6142,1665170820000
"2989",139.61,1665170880000
"2990",139.7219,1665170940000
"2991",139.62,1.665171e+12
"2992",139.625,1665171060000
"2993",139.63,1665171120000
"2994",139.495,1665171180000
"2995",139.575,1665171240000
"2996",139.6192,1665171300000
"2997",139.59,1665171360000
"2998",139.89,1665171420000
"2999",139.905,1665171480000
"3000",140.1,1665171540000
"3001",139.975,1665171600000
"3002",140.2896,1665171660000
"3003",140.155,1665171720000
"3004",140.245,1665171780000
"3005",140.195,1665171840000
"3006",140.03,1665171900000
"3007",140.085,1665171960000
"3008",140.02,1665172020000
"3009",140.01,1665172080000
"3010",140,1665172140000
"3011",140.46,1665172200000
"3012",140.36,1665172260000
"3013",140.17,1665172320000
"3014",140.115,1665172380000
"3015",140.0994,1665172440000
"3016",140.2,1665172500000
"3017",140.3359,1665172560000
"3018",140.27,1665172620000
"3019",140.24,1665172680000
"3020",140.1,1665172740000
"3021",140.29,1665172800000
"3022",140.21,1665172860000
"3023",140.23,1665172920000
"3024",140.215,1665172980000
"3025",140.22,1665173040000
"3026",140.13,1665173100000
"3027",140.1,1665173160000
"3028",140.11,1665173220000
"3029",140.06,1665173280000
"3030",140.05,1665173340000
"3031",140.09,1665173400000
"3032",140.06,1665173460000
"3033",140.14,1665173520000
"3034",140.09,1665173580000
"3035",140.09,1665173640000
"3036",140.06,1665173700000
"3037",140.03,1665173760000
"3038",140.04,1665173820000
"3039",140.05,1665173880000
"3040",140,1665173940000
"3041",140,1.665174e+12
"3042",140.03,1665174060000
"3043",140.01,1665174120000
"3044",140,1665174180000
"3045",140.05,1665174240000
"3046",140,1665174300000
"3047",140.02,1665174360000
"3048",139.99,1665174420000
"3049",140,1665174480000
"3050",140,1665174540000
"3051",140.02,1665174660000
"3052",139.99,1665174720000
"3053",139.96,1665174780000
"3054",140.04,1665174840000
"3055",139.96,1665174900000
"3056",140,1665174960000
"3057",140.01,1665175020000
"3058",139.99,1665175080000
"3059",140,1665175140000
"3060",140.01,1665175200000
"3061",140.03,1665175260000
"3062",140.07,1665175320000
"3063",140.05,1665175380000
"3064",140.01,1665175440000
"3065",140.04,1665175500000
"3066",140.03,1665175560000
"3067",140.03,1665175620000
"3068",140.03,1665175740000
"3069",140.04,1665175800000
"3070",140.04,1665175860000
"3071",139.98,1665175920000
"3072",139.98,1665175980000
"3073",140,1665176040000
"3074",140.01,1665176100000
"3075",139.99,1665176160000
"3076",139.995,1665176220000
"3077",139.97,1665176280000
"3078",140.01,1665176340000
"3079",140,1665176400000
"3080",139.99,1665176460000
"3081",140,1665176520000
"3082",140.01,1665176700000
"3083",140.01,1665176760000
"3084",139.98,1665176820000
"3085",139.97,1665176880000
"3086",140.01,1665176940000
"3087",140.03,1.665177e+12
"3088",140.04,1665177060000
"3089",139.99,1665177120000
"3090",139.96,1665177240000
"3091",139.98,1665177300000
"3092",139.96,1665177360000
"3093",139.97,1665177540000
"3094",139.98,1665177600000
"3095",139.98,1665177660000
"3096",139.98,1665177720000
"3097",140.04,1665177780000
"3098",140.04,1665177840000
"3099",140.04,1665177960000
"3100",140.04,1665178020000
"3101",140,1665178140000
"3102",140.0543,1665178260000
"3103",140.04,1665178320000
"3104",140.04,1665178380000
"3105",140.05,1665178440000
"3106",140.05,1665178500000
"3107",140.06,1665178560000
"3108",140.06,1665178620000
"3109",140.05,1665178740000
"3110",140.01,1665178920000
"3111",140.01,1665178980000
"3112",140.01,1665179040000
"3113",140.01,1665179100000
"3114",140.02,1665179160000
"3115",139.9922,1665179220000
"3116",139.99,1665179340000
"3117",140.02,1665179400000
"3118",139.99,1665179460000
"3119",140,1665179520000
"3120",139.99,1665179640000
"3121",139.99,1665179760000
"3122",139.99,1665179820000
"3123",140,1665179880000
"3124",140,1665179940000
"3125",139.99,1.66518e+12
"3126",139.99,1665180060000
"3127",140,1665180120000
"3128",140,1665180180000
"3129",140,1665180240000
"3130",139.99,1665180300000
"3131",139.99,1665180360000
"3132",140.01,1665180480000
"3133",140.02,1665180540000
"3134",139.99,1665180600000
"3135",140,1665180720000
"3136",140,1665180780000
"3137",140,1665180840000
"3138",140,1665180900000
"3139",140.01,1665181020000
"3140",140,1665181080000
"3141",140,1665181140000
"3142",139.99,1665181200000
"3143",139.99,1665181260000
"3144",139.99,1665181320000
"3145",139.99,1665181380000
"3146",139.99,1665181620000
"3147",139.99,1665181680000
"3148",139.99,1665181740000
"3149",139.97,1665181800000
"3150",139.97,1665181860000
"3151",139.96,1665181920000
"3152",139.97,1665181980000
"3153",139.95,1665182040000
"3154",139.95,1665182100000
"3155",139.95,1665182160000
"3156",139.99,1665182280000
"3157",139.91,1665182340000
"3158",139.92,1665182520000
"3159",139.91,1665182580000
"3160",139.92,1665182700000
"3161",139.97,1665182760000
"3162",139.96,1665182820000
"3163",139.92,1665182880000
"3164",139.92,1665183180000
"3165",139.92,1665183540000
"3166",139.95,1665183780000
"3167",139.91,1665184080000
"3168",139.91,1665184140000
"3169",139.91,1665184320000
"3170",139.94,1665184560000
"3171",139.95,1665184620000
"3172",139.94,1665184680000
"3173",139.93,1665184800000
"3174",139.91,1665184860000
"3175",139.91,1665184920000
"3176",139.91,1665184980000
"3177",139.9,1665185040000
"3178",139.91,1665185160000
"3179",139.91,1665185400000
"3180",139.91,1665185460000
"3181",139.91,1665185580000
"3182",139.91,1665185760000
"3183",139.91,1665185820000
"3184",139.91,1665185880000
"3185",139.95,1.665186e+12
"3186",139.96,1665186120000
"3187",139.97,1665186180000
"3188",139.95,1665186240000
"3189",139.95,1665186420000
"3190",139.94,1665186480000
"3191",139.94,1665186540000
"3192",139.93,1665186600000
"3193",140.01,1665186660000
"3194",140.02,1665186720000
"3195",140.02,1665186780000
"3196",140,1665186840000
"3197",140,1665186900000
"3198",139.98,1665186960000
"3199",139.96,1665187020000
"3200",140.01,1665187080000
"3201",140.02,1665187140000
"3202",139.5,1665388800000
"3203",139.29,1665388860000
"3204",139.36,1665388920000
"3205",139.25,1665388980000
"3206",139.16,1665389040000
"3207",139.1,1665389100000
"3208",139.13,1665389160000
"3209",139.14,1665389220000
"3210",139.2,1665389280000
"3211",139.3,1665389340000
"3212",139.25,1665389520000
"3213",139.25,1665389640000
"3214",139.13,1665389760000
"3215",139.05,1665389820000
"3216",139.05,1665389880000
"3217",139.12,1665389940000
"3218",139.2,1.66539e+12
"3219",139.26,1665390120000
"3220",139.19,1665390180000
"3221",139.1,1665390360000
"3222",139.06,1665390420000
"3223",139.1,1665390480000
"3224",139.1,1665390540000
"3225",139.1,1665390600000
"3226",139.1,1665390720000
"3227",138.95,1665390780000
"3228",138.97,1665390900000
"3229",139.02,1665390960000
"3230",139.04,1665391020000
"3231",139.03,1665391080000
"3232",139.08,1665391140000
"3233",139.07,1665391200000
"3234",139.06,1665391320000
"3235",139.05,1665391380000
"3236",139.08,1665391620000
"3237",139.18,1665391680000
"3238",139.12,1665391740000
"3239",139.18,1665391800000
"3240",139.11,1665391860000
"3241",139.22,1665391980000
"3242",139.21,1665392040000
"3243",139.24,1665392100000
"3244",139.27,1665392160000
"3245",139.24,1665392220000
"3246",139.24,1665392280000
"3247",139.26,1665392400000
"3248",139.3,1665392460000
"3249",139.35,1665392640000
"3250",139.35,1665392880000
"3251",139.35,1.665393e+12
"3252",139.31,1665393120000
"3253",139.3,1665393180000
"3254",139.35,1665393360000
"3255",139.35,1665393420000
"3256",139.35,1665393540000
"3257",139.44,1665394140000
"3258",139.5,1665394200000
"3259",139.5,1665394260000
"3260",139.5,1665394320000
"3261",139.53,1665394380000
"3262",139.54,1665394440000
