"","c","t"
"15455",155.63,1666984440000
"15456",155.6639,1666984500000
"15457",155.61,1666984560000
"15458",155.6042,1666984620000
"15459",155.615,1666984680000
"15460",155.5201,1666984740000
"15461",155.58,1666984800000
"15462",155.77,1666984860000
"15463",155.66,1666984920000
"15464",155.6174,1666984980000
"15465",155.66,1666985040000
"15466",155.63,1666985100000
"15467",155.65,1666985160000
"15468",155.6318,1666985220000
"15469",155.67,1666985280000
"15470",155.72,1666985340000
"15471",155.7,1666985400000
"15472",155.765,1666985460000
"15473",155.8595,1666985520000
"15474",155.88,1666985580000
"15475",155.92,1666985640000
"15476",155.795,1666985700000
"15477",155.77,1666985760000
"15478",155.742,1666985820000
"15479",155.8,1666985880000
"15480",155.785,1666985940000
"15481",155.865,1.666986e+12
"15482",155.935,1666986060000
"15483",155.8857,1666986120000
"15484",155.82,1666986180000
"15485",155.7975,1666986240000
"15486",155.785,1666986300000
"15487",155.8658,1666986360000
"15488",155.75,1666986420000
"15489",155.6701,1666986480000
"15490",155.68,1666986540000
"15491",155.7499,1666986600000
"15492",155.98,1666986660000
"15493",155.9416,1666986720000
"15494",156.025,1666986780000
"15495",156.12,1666986840000
"15496",156.12,1666986900000
"15497",155.9701,1666986960000
"15498",155.77,1666987020000
"15499",155.71,1666987080000
"15500",155.71,1666987140000
"15501",155.82,1666987200000
"15502",155.74,1666987260000
"15503",155.7299,1666987320000
"15504",155.71,1666987380000
"15505",155.81,1666987440000
"15506",155.9,1666987500000
"15507",155.93,1666987560000
"15508",155.99,1666987620000
"15509",155.92,1666987680000
"15510",155.8,1666987740000
"15511",155.8,1666987800000
"15512",155.8,1666987860000
"15513",155.86,1666987920000
"15514",155.92,1666987980000
"15515",156,1666988040000
"15516",156.04,1666988100000
"15517",156.07,1666988160000
"15518",156.11,1666988220000
"15519",156.08,1666988280000
"15520",156.03,1666988340000
"15521",156.14,1666988400000
"15522",156.1281,1666988460000
"15523",156.06,1666988520000
"15524",156.02,1666988580000
"15525",156.046,1666988640000
"15526",156.1699,1666988700000
"15527",156.09,1666988760000
"15528",156.1,1666988820000
"15529",156.13,1666988880000
"15530",156.13,1666988940000
"15531",156.15,1.666989e+12
"15532",156.15,1666989060000
"15533",156.15,1666989120000
"15534",156.2,1666989180000
"15535",156.18,1666989240000
"15536",156.19,1666989300000
"15537",156.17,1666989360000
"15538",156.13,1666989420000
"15539",156.15,1666989480000
"15540",156.13,1666989540000
"15541",156.11,1666989600000
"15542",156.12,1666989660000
"15543",156.15,1666989720000
"15544",156.16,1666989780000
"15545",156.14,1666989840000
"15546",156.15,1666989900000
"15547",156.1501,1666989960000
"15548",156.17,1666990020000
"15549",156.16,1666990080000
"15550",156.15,1666990140000
"15551",156.17,1666990200000
"15552",156.15,1666990260000
"15553",156.15,1666990320000
"15554",156.17,1666990380000
"15555",156.22,1666990440000
"15556",156.31,1666990500000
"15557",156.34,1666990560000
"15558",156.43,1666990620000
"15559",156.41,1666990680000
"15560",156.3,1666990740000
"15561",156.28,1666990800000
"15562",156.24,1666990860000
"15563",156.25,1666990920000
"15564",156.24,1666990980000
"15565",156.23,1666991040000
"15566",156.23,1666991100000
"15567",156.2,1666991160000
"15568",156.24,1666991220000
"15569",156.24,1666991280000
"15570",156.2499,1666991340000
"15571",155.79,1666991400000
"15572",155.89,1666991460000
"15573",155.8,1666991520000
"15574",155.87,1666991580000
"15575",155.8124,1666991640000
"15576",155.8223,1666991700000
"15577",155.9,1666991760000
"15578",155.8971,1666991820000
"15579",155.97,1666991880000
"15580",155.943,1666991940000
"15581",155.97,1.666992e+12
"15582",155.99,1666992060000
"15583",155.94,1666992120000
"15584",155.9476,1666992180000
"15585",155.94,1666992240000
"15586",155.97,1666992300000
"15587",156,1666992360000
"15588",155.97,1666992420000
"15589",155.97,1666992480000
"15590",156.08,1666992540000
"15591",156.043,1666992600000
"15592",156.0257,1666992660000
"15593",156.03,1666992720000
"15594",156.02,1666992840000
"15595",156.02,1666992960000
"15596",156,1666993020000
"15597",156,1666993080000
"15598",156,1666993140000
"15599",155.9509,1666993200000
"15600",155.9598,1666993260000
"15601",155.94,1666993320000
"15602",155.93,1666993380000
"15603",155.9,1666993440000
"15604",155.85,1666993500000
"15605",155.83,1666993560000
"15606",155.82,1666993620000
"15607",155.85,1666993680000
"15608",155.89,1666993740000
"15609",155.8895,1666993800000
"15610",155.89,1666993860000
"15611",155.85,1666993920000
"15612",155.89,1666993980000
"15613",155.9,1666994040000
"15614",155.9,1666994100000
"15615",155.9,1666994160000
"15616",155.93,1666994220000
"15617",155.93,1666994280000
"15618",155.94,1666994340000
"15619",155.92,1666994400000
"15620",155.94,1666994520000
"15621",155.9,1666994640000
"15622",155.93,1666994700000
"15623",155.9,1666994760000
"15624",155.91,1666994820000
"15625",155.92,1666994880000
"15626",155.93,1666994940000
"15627",155.92,1.666995e+12
"15628",155.92,1666995060000
"15629",155.92,1666995120000
"15630",155.9,1666995240000
"15631",155.9,1666995300000
"15632",155.88,1666995360000
"15633",155.85,1666995420000
"15634",155.9,1666995540000
"15635",155.86,1666995600000
"15636",155.86,1666995660000
"15637",155.86,1666995780000
"15638",155.86,1666995900000
"15639",155.86,1666995960000
"15640",155.8501,1666996020000
"15641",155.87,1666996080000
"15642",155.85,1666996140000
"15643",155.85,1666996260000
"15644",155.8501,1666996320000
"15645",155.85,1666996380000
"15646",155.86,1666996440000
"15647",155.88,1666996560000
"15648",155.9,1666996620000
"15649",155.86,1666996680000
"15650",155.87,1666996740000
"15651",155.86,1666996800000
"15652",155.86,1666996920000
"15653",155.81,1666997040000
"15654",155.87,1666997100000
"15655",155.83,1666997160000
"15656",155.78,1666997280000
"15657",155.8,1666997460000
"15658",155.8,1666997520000
"15659",155.77,1666997580000
"15660",155.8,1666997640000
"15661",155.82,1666997700000
"15662",155.81,1666997760000
"15663",155.8,1666997820000
"15664",155.8,1666997880000
"15665",155.8,1666997940000
"15666",155.8,1.666998e+12
"15667",155.8,1666998060000
"15668",155.79,1666998120000
"15669",155.79,1666998240000
"15670",155.79,1666998300000
"15671",155.8,1666998480000
"15672",155.85,1666998540000
"15673",155.86,1666998720000
"15674",155.88,1666998780000
"15675",155.88,1666998840000
"15676",155.84,1666998900000
"15677",155.85,1666998960000
"15678",155.84,1666999020000
"15679",155.84,1666999080000
"15680",155.81,1666999320000
"15681",155.87,1666999380000
"15682",155.87,1666999500000
"15683",155.88,1666999560000
"15684",155.86,1666999620000
"15685",155.88,1666999680000
"15686",155.85,1666999740000
"15687",155.85,1666999800000
"15688",155.86,1666999860000
"15689",155.83,1666999920000
"15690",155.83,1666999980000
"15691",155.87,1667000100000
"15692",155.88,1667000160000
"15693",155.86,1667000220000
"15694",155.88,1667000340000
"15695",155.85,1667000400000
"15696",155.86,1667000460000
"15697",155.85,1667000520000
"15698",155.83,1667000580000
"15699",155.82,1667000640000
"15700",155.81,1667000700000
"15701",155.81,1667000760000
"15702",155.82,1667000820000
"15703",155.85,1667000880000
"15704",155.85,1667000940000
"15705",155.85,1.667001e+12
"15706",155.86,1667001060000
"15707",155.86,1667001120000
"15708",155.86,1667001180000
"15709",155.87,1667001240000
"15710",155.85,1667001300000
"15711",155.86,1667001360000
"15712",155.85,1667001420000
"15713",155.83,1667001480000
"15714",155.83,1667001540000
"15715",154.8,1667203200000
"15716",154.86,1667203260000
"15717",154.75,1667203320000
"15718",154.7,1667203380000
"15719",154.69,1667203440000
"15720",154.64,1667203500000
"15721",154.72,1667203560000
"15722",154.75,1667203620000
"15723",154.71,1667203680000
"15724",154.7,1667203740000
"15725",154.8,1667203800000
"15726",154.7,1667203860000
"15727",154.7,1667203920000
"15728",154.74,1667203980000
"15729",154.75,1667204040000
"15730",154.75,1667204100000
"15731",154.9,1667204160000
"15732",154.73,1667204220000
"15733",154.7,1667204280000
"15734",154.8,1667204340000
"15735",154.8,1667204460000
"15736",154.8,1667204520000
"15737",154.8,1667204580000
"15738",154.82,1667204640000
"15739",154.79,1667204700000
"15740",154.85,1667204760000
"15741",154.8,1667204880000
"15742",154.71,1667204940000
"15743",154.6,1.667205e+12
"15744",154.59,1667205060000
"15745",154.55,1667205120000
"15746",154.5,1667205180000
"15747",154.45,1667205240000
"15748",154.55,1667205300000
"15749",154.58,1667205360000
"15750",154.58,1667205420000
"15751",154.6,1667205480000
"15752",154.6,1667205540000
"15753",154.58,1667205600000
"15754",154.63,1667205660000
"15755",154.65,1667205720000
"15756",154.62,1667205840000
"15757",154.61,1667205900000
"15758",154.6,1667205960000
"15759",154.6,1667206020000
"15760",154.58,1667206080000
"15761",154.6,1667206200000
"15762",154.64,1667206320000
"15763",154.56,1667206380000
"15764",154.56,1667206440000
"15765",154.6,1667206560000
"15766",154.65,1667206620000
"15767",154.66,1667206680000
"15768",154.68,1667206740000
"15769",154.71,1667206800000
"15770",154.8,1667206860000
"15771",154.68,1667206920000
"15772",154.67,1667206980000
"15773",154.67,1667207280000
"15774",154.69,1667207400000
"15775",154.69,1667207520000
"15776",154.71,1667207640000
"15777",154.8,1667207760000
"15778",154.8,1667207940000
"15779",154.8,1.667208e+12
"15780",154.85,1667208060000
"15781",154.88,1667208120000
"15782",154.9,1667208180000
"15783",154.99,1667208240000
"15784",154.98,1667208300000
"15785",154.89,1667208360000
"15786",154.88,1667208540000
"15787",154.9,1667208600000
"15788",154.92,1667208660000
"15789",154.93,1667208720000
"15790",154.96,1667209020000
"15791",155,1667209200000
"15792",154.92,1667209260000
"15793",154.95,1667209320000
"15794",154.97,1667209500000
"15795",154.99,1667209560000
"15796",155.02,1667209620000
"15797",155.03,1667209740000
"15798",155.09,1667209800000
"15799",155.07,1667209860000
"15800",155,1667209980000
"15801",154.95,1667210040000
"15802",154.93,1667210100000
"15803",154.93,1667210160000
"15804",154.85,1667210220000
"15805",154.8,1667210280000
"15806",154.78,1667210340000
"15807",154.75,1667210400000
"15808",154.78,1667210520000
"15809",154.79,1667210700000
"15810",154.8,1667210760000
"15811",154.93,1667210880000
"15812",154.87,1667211060000
"15813",154.83,1667211360000
"15814",154.81,1667211540000
"15815",154.8,1667211600000
"15816",154.78,1667211660000
"15817",154.8,1667211720000
"15818",154.8,1667211780000
"15819",154.85,1667211840000
"15820",154.8,1667211900000
"15821",154.79,1667211960000
"15822",154.78,1667212260000
"15823",154.8,1667212380000
"15824",154.77,1667212440000
"15825",154.71,1667212500000
"15826",154.69,1667212560000
"15827",154.79,1667212680000
"15828",154.78,1667213040000
"15829",154.7,1667213100000
"15830",154.68,1667213160000
"15831",154.67,1667213220000
"15832",154.63,1667213280000
"15833",154.6,1667213340000
"15834",154.61,1667213460000
"15835",154.6,1667213520000
"15836",154.62,1667213580000
"15837",154.58,1667213640000
"15838",154.64,1667213820000
"15839",154.64,1667213880000
"15840",154.8,1667213940000
"15841",154.99,1.667214e+12
"15842",154.99,1667214060000
"15843",154.98,1667214120000
"15844",154.93,1667214180000
"15845",154.9,1667214240000
"15846",154.85,1667214300000
"15847",154.85,1667214360000
"15848",154.85,1667214420000
"15849",154.81,1667214540000
"15850",154.9,1667214600000
"15851",154.88,1667214660000
"15852",154.83,1667214720000
"15853",154.85,1667214780000
"15854",154.8,1667214840000
"15855",154.84,1667214900000
"15856",154.87,1667214960000
"15857",154.85,1667215020000
"15858",154.84,1667215080000
"15859",154.85,1667215140000
"15860",154.79,1667215200000
"15861",154.72,1667215260000
"15862",154.64,1667215320000
"15863",154.6,1667215380000
"15864",154.6,1667215440000
"15865",154.63,1667215500000
"15866",154.76,1667215560000
"15867",154.82,1667215620000
"15868",154.8,1667215680000
"15869",154.83,1667215740000
"15870",154.82,1667215800000
"15871",154.84,1667215860000
"15872",154.87,1667215920000
"15873",154.8,1667215980000
"15874",154.8,1667216100000
"15875",154.74,1667216160000
"15876",154.69,1667216220000
"15877",154.7,1667216280000
"15878",154.73,1667216340000
"15879",154.8,1667216460000
"15880",154.8,1667216580000
"15881",154.77,1667216640000
"15882",154.87,1667216700000
"15883",154.78,1667216760000
"15884",154.72,1667216820000
"15885",154.71,1667216880000
"15886",154.76,1667216940000
"15887",154.73,1.667217e+12
"15888",154.65,1667217060000
"15889",154.62,1667217120000
"15890",154.59,1667217180000
"15891",154.63,1667217240000
"15892",154.63,1667217300000
"15893",154.63,1667217420000
"15894",154.63,1667217480000
"15895",154.61,1667217540000
"15896",154.67,1667217600000
"15897",154.66,1667217660000
"15898",154.7,1667217720000
"15899",154.64,1667217780000
"15900",154.68,1667217840000
"15901",154.69,1667217900000
"15902",154.67,1667217960000
"15903",154.64,1667218020000
"15904",154.65,1667218080000
"15905",154.66,1667218140000
"15906",154.69,1667218200000
"15907",154.69,1667218260000
"15908",154.75,1667218320000
"15909",154.75,1667218380000
"15910",154.75,1667218440000
"15911",154.74,1667218500000
"15912",154.79,1667218560000
"15913",154.74,1667218620000
"15914",154.76,1667218680000
"15915",154.69,1667218800000
"15916",154.7599,1667218860000
"15917",154.7,1667218920000
"15918",154.72,1667218980000
"15919",154.75,1667219040000
"15920",154.87,1667219100000
"15921",154.83,1667219160000
"15922",154.6,1667219220000
"15923",154.62,1667219280000
"15924",154.57,1667219340000
"15925",154.34,1667219400000
"15926",154.17,1667219460000
"15927",154.1,1667219520000
"15928",154.2,1667219580000
"15929",154.17,1667219640000
"15930",153.99,1667219700000
"15931",153.93,1667219760000
"15932",153.94,1667219820000
"15933",153.94,1667219880000
"15934",153.89,1667219940000
"15935",153.87,1.66722e+12
"15936",153.8243,1667220060000
"15937",153.73,1667220120000
"15938",153.71,1667220180000
"15939",153.62,1667220240000
"15940",153.6213,1667220300000
"15941",153.51,1667220360000
"15942",153.72,1667220420000
"15943",153.73,1667220480000
"15944",153.79,1667220540000
"15945",153.85,1667220600000
"15946",153.8887,1667220660000
"15947",153.549,1667220720000
"15948",153.75,1667220780000
"15949",153.7,1667220840000
"15950",153.79,1667220900000
"15951",153.7,1667220960000
"15952",153.68,1667221020000
"15953",153.67,1667221080000
"15954",153.79,1667221140000
"15955",153.71,1667221200000
"15956",153.42,1667221260000
"15957",153.58,1667221320000
"15958",153.5,1667221380000
"15959",153.43,1667221440000
"15960",153.41,1667221500000
"15961",153.4982,1667221560000
"15962",153.53,1667221620000
"15963",153.5799,1667221680000
"15964",153.55,1667221740000
"15965",153.39,1667221800000
"15966",153.44,1667221860000
"15967",153.35,1667221920000
"15968",153.35,1667221980000
"15969",153.24,1667222040000
"15970",153.2,1667222100000
"15971",153.35,1667222160000
"15972",153.28,1667222220000
"15973",153.23,1667222280000
"15974",153.25,1667222340000
"15975",153.27,1667222400000
"15976",153.31,1667222460000
"15977",153.38,1667222520000
"15978",153.36,1667222580000
"15979",153.37,1667222640000
"15980",153.24,1667222700000
"15981",153.15,1667222760000
"15982",153.01,1667222820000
"15983",153.06,1667222880000
"15984",153.19,1667222940000
"15985",153.61,1.667223e+12
"15986",153.715,1667223060000
"15987",152.745,1667223120000
"15988",152.745,1667223180000
"15989",152.725,1667223240000
"15990",152.8418,1667223300000
"15991",153.53,1667223360000
"15992",153.355,1667223420000
"15993",153.475,1667223480000
"15994",153.191,1667223540000
"15995",153.095,1667223600000
"15996",153.2287,1667223660000
"15997",153.37,1667223720000
"15998",152.87,1667223780000
"15999",153.42,1667223840000
"16000",153.5375,1667223900000
"16001",153.37,1667223960000
"16002",153.48,1667224020000
"16003",153.575,1667224080000
"16004",153.5301,1667224140000
"16005",153.12,1667224200000
"16006",153.0001,1667224260000
"16007",152.765,1667224320000
"16008",152.85,1667224380000
"16009",152.405,1667224440000
"16010",152.61,1667224500000
"16011",152.8362,1667224560000
"16012",153.0897,1667224620000
"16013",152.9901,1667224680000
"16014",153.01,1667224740000
"16015",153.268,1667224800000
"16016",153.2599,1667224860000
"16017",153.07,1667224920000
"16018",152.815,1667224980000
"16019",153.0602,1667225040000
"16020",152.84,1667225100000
"16021",152.865,1667225160000
"16022",152.7647,1667225220000
"16023",152.585,1667225280000
"16024",152.54,1667225340000
"16025",152.4151,1667225400000
"16026",152.66,1667225460000
"16027",152.7,1667225520000
"16028",152.5199,1667225580000
"16029",152.66,1667225640000
"16030",152.32,1667225700000
"16031",152.77,1667225760000
"16032",152.71,1667225820000
"16033",152.54,1667225880000
"16034",152.58,1667225940000
"16035",152.32,1.667226e+12
"16036",152.05,1667226060000
"16037",152.18,1667226120000
"16038",152.2713,1667226180000
"16039",152.37,1667226240000
"16040",152.405,1667226300000
"16041",152.238,1667226360000
"16042",152.34,1667226420000
"16043",152.45,1667226480000
"16044",152.47,1667226540000
"16045",152.52,1667226600000
"16046",152.64,1667226660000
"16047",152.73,1667226720000
"16048",152.61,1667226780000
"16049",152.61,1667226840000
"16050",152.4,1667226900000
"16051",152.41,1667226960000
"16052",152.47,1667227020000
"16053",152.27,1667227080000
"16054",152.64,1667227140000
"16055",152.715,1667227200000
"16056",152.8299,1667227260000
"16057",152.77,1667227320000
"16058",152.77,1667227380000
"16059",152.89,1667227440000
"16060",152.989,1667227500000
"16061",153.03,1667227560000
"16062",152.79,1667227620000
"16063",152.675,1667227680000
"16064",152.555,1667227740000
"16065",152.555,1667227800000
"16066",152.59,1667227860000
"16067",152.55,1667227920000
"16068",152.55,1667227980000
"16069",152.52,1667228040000
"16070",152.53,1667228100000
"16071",152.65,1667228160000
"16072",152.79,1667228220000
"16073",152.8,1667228280000
"16074",152.69,1667228340000
"16075",152.62,1667228400000
"16076",152.78,1667228460000
"16077",152.91,1667228520000
"16078",152.8301,1667228580000
"16079",152.86,1667228640000
"16080",152.825,1667228700000
"16081",153.13,1667228760000
"16082",153.1,1667228820000
"16083",153.28,1667228880000
"16084",153.015,1667228940000
"16085",153.08,1.667229e+12
"16086",153.175,1667229060000
"16087",153.065,1667229120000
"16088",153.18,1667229180000
"16089",153.164,1667229240000
"16090",153.17,1667229300000
"16091",153.2331,1667229360000
"16092",153.0305,1667229420000
"16093",152.84,1667229480000
"16094",152.91,1667229540000
"16095",152.6997,1667229600000
"16096",152.65,1667229660000
"16097",152.7799,1667229720000
"16098",152.8629,1667229780000
"16099",153.07,1667229840000
"16100",153.09,1667229900000
"16101",153.23,1667229960000
"16102",153.34,1667230020000
"16103",153.39,1667230080000
"16104",153.3,1667230140000
"16105",153.165,1667230200000
"16106",153.275,1667230260000
"16107",153.3335,1667230320000
"16108",153.345,1667230380000
"16109",153.4,1667230440000
"16110",153.31,1667230500000
"16111",153.415,1667230560000
"16112",153.4,1667230620000
"16113",153.35,1667230680000
"16114",153.2319,1667230740000
"16115",153.27,1667230800000
"16116",153.435,1667230860000
"16117",153.555,1667230920000
"16118",153.54,1667230980000
"16119",153.72,1667231040000
"16120",153.5607,1667231100000
"16121",153.55,1667231160000
"16122",153.53,1667231220000
"16123",153.65,1667231280000
"16124",153.78,1667231340000
"16125",153.94,1667231400000
"16126",153.89,1667231460000
"16127",153.9677,1667231520000
"16128",153.8699,1667231580000
"16129",153.84,1667231640000
"16130",153.73,1667231700000
"16131",153.705,1667231760000
"16132",153.51,1667231820000
"16133",152.98,1667231880000
"16134",153.28,1667231940000
"16135",153.04,1.667232e+12
"16136",153.09,1667232060000
"16137",153.39,1667232120000
"16138",153.4509,1667232180000
"16139",153.7154,1667232240000
"16140",153.675,1667232300000
"16141",153.59,1667232360000
"16142",153.62,1667232420000
"16143",153.4,1667232480000
"16144",153.37,1667232540000
"16145",153.4676,1667232600000
"16146",153.49,1667232660000
"16147",153.68,1667232720000
"16148",153.665,1667232780000
"16149",153.6351,1667232840000
"16150",153.83,1667232900000
"16151",154.08,1667232960000
"16152",154.1349,1667233020000
"16153",154.114,1667233080000
"16154",153.93,1667233140000
"16155",153.9475,1667233200000
"16156",154.1005,1667233260000
"16157",154.035,1667233320000
"16158",153.96,1667233380000
"16159",154.0899,1667233440000
"16160",153.94,1667233500000
"16161",154.085,1667233560000
"16162",154.0347,1667233620000
"16163",153.95,1667233680000
"16164",153.985,1667233740000
"16165",153.72,1667233800000
"16166",153.73,1667233860000
"16167",153.801,1667233920000
"16168",153.765,1667233980000
"16169",153.46,1667234040000
"16170",153.55,1667234100000
"16171",153.4346,1667234160000
"16172",153.455,1667234220000
"16173",153.415,1667234280000
"16174",153.47,1667234340000
"16175",153.5338,1667234400000
"16176",153.41,1667234460000
"16177",153.27,1667234520000
"16178",153.2041,1667234580000
"16179",153.2688,1667234640000
"16180",153.285,1667234700000
"16181",153.3667,1667234760000
"16182",153.4199,1667234820000
"16183",153.37,1667234880000
"16184",153.26,1667234940000
"16185",153.43,1.667235e+12
"16186",153.57,1667235060000
"16187",153.566,1667235120000
"16188",153.36,1667235180000
"16189",153.395,1667235240000
"16190",153.48,1667235300000
"16191",153.565,1667235360000
"16192",153.52,1667235420000
"16193",153.59,1667235480000
"16194",153.59,1667235540000
"16195",153.5,1667235600000
"16196",153.635,1667235660000
"16197",153.64,1667235720000
"16198",153.622,1667235780000
"16199",153.5,1667235840000
"16200",153.5999,1667235900000
"16201",153.59,1667235960000
"16202",153.6759,1667236020000
"16203",153.7508,1667236080000
"16204",153.775,1667236140000
"16205",153.86,1667236200000
"16206",153.825,1667236260000
"16207",153.76,1667236320000
"16208",153.74,1667236380000
"16209",153.8,1667236440000
"16210",153.77,1667236500000
"16211",153.86,1667236560000
"16212",153.995,1667236620000
"16213",153.995,1667236680000
"16214",153.99,1667236740000
"16215",154.01,1667236800000
"16216",154.03,1667236860000
"16217",154.01,1667236920000
"16218",154.091,1667236980000
"16219",154.07,1667237040000
"16220",154.05,1667237100000
"16221",153.89,1667237160000
"16222",153.82,1667237220000
"16223",153.82,1667237280000
"16224",153.9699,1667237340000
"16225",153.8945,1667237400000
"16226",153.88,1667237460000
"16227",154.04,1667237520000
"16228",153.99,1667237580000
"16229",153.98,1667237640000
"16230",153.8981,1667237700000
"16231",153.8703,1667237760000
"16232",153.8699,1667237820000
"16233",153.8,1667237880000
"16234",153.81,1667237940000
"16235",153.67,1.667238e+12
"16236",153.7746,1667238060000
"16237",153.735,1667238120000
"16238",153.69,1667238180000
"16239",153.71,1667238240000
"16240",153.565,1667238300000
"16241",153.51,1667238360000
"16242",153.52,1667238420000
"16243",153.4909,1667238480000
"16244",153.53,1667238540000
"16245",153.5601,1667238600000
"16246",153.43,1667238660000
"16247",153.43,1667238720000
"16248",153.4587,1667238780000
"16249",153.495,1667238840000
"16250",153.62,1667238900000
"16251",153.59,1667238960000
"16252",153.6175,1667239020000
"16253",153.66,1667239080000
"16254",153.73,1667239140000
"16255",153.65,1667239200000
"16256",153.8,1667239260000
"16257",153.7939,1667239320000
"16258",153.7904,1667239380000
"16259",153.59,1667239440000
"16260",153.505,1667239500000
"16261",153.495,1667239560000
"16262",153.465,1667239620000
"16263",153.4321,1667239680000
"16264",153.35,1667239740000
"16265",153.3793,1667239800000
"16266",153.4,1667239860000
"16267",153.54,1667239920000
"16268",153.555,1667239980000
"16269",153.5699,1667240040000
"16270",153.62,1667240100000
"16271",153.46,1667240160000
"16272",153.48,1667240220000
"16273",153.61,1667240280000
"16274",153.62,1667240340000
"16275",153.73,1667240400000
"16276",153.75,1667240460000
"16277",153.715,1667240520000
"16278",153.74,1667240580000
"16279",153.7416,1667240640000
"16280",153.83,1667240700000
"16281",153.8393,1667240760000
"16282",153.9499,1667240820000
"16283",153.8749,1667240880000
"16284",153.77,1667240940000
"16285",153.935,1.667241e+12
"16286",153.9676,1667241060000
"16287",153.97,1667241120000
"16288",153.935,1667241180000
"16289",154.01,1667241240000
"16290",154.0339,1667241300000
"16291",154.105,1667241360000
"16292",154.16,1667241420000
"16293",154.24,1667241480000
"16294",154.185,1667241540000
"16295",154.1,1667241600000
"16296",154.025,1667241660000
"16297",153.965,1667241720000
"16298",153.9514,1667241780000
"16299",154.035,1667241840000
"16300",154.08,1667241900000
"16301",154.02,1667241960000
"16302",153.9,1667242020000
"16303",153.77,1667242080000
"16304",153.76,1667242140000
"16305",153.72,1667242200000
"16306",153.795,1667242260000
"16307",153.93,1667242320000
"16308",153.875,1667242380000
"16309",153.89,1667242440000
"16310",153.875,1667242500000
"16311",153.91,1667242560000
"16312",153.74,1667242620000
"16313",153.625,1667242680000
"16314",153.6,1667242740000
"16315",153.3807,1667242800000
"16316",153.39,1667242860000
"16317",153.25,1667242920000
"16318",153.21,1667242980000
"16319",153.12,1667243040000
"16320",153.24,1667243100000
"16321",153.27,1667243160000
"16322",153.1808,1667243220000
"16323",153.0658,1667243280000
"16324",152.93,1667243340000
"16325",153.075,1667243400000
"16326",153.03,1667243460000
"16327",153.139,1667243520000
"16328",153.17,1667243580000
"16329",153.105,1667243640000
"16330",153.035,1667243700000
"16331",152.92,1667243760000
"16332",152.885,1667243820000
"16333",152.9705,1667243880000
"16334",153.01,1667243940000
"16335",152.9575,1.667244e+12
"16336",153.0223,1667244060000
"16337",153.1701,1667244120000
"16338",153.1891,1667244180000
"16339",153.18,1667244240000
"16340",153.29,1667244300000
"16341",153.26,1667244360000
"16342",153.28,1667244420000
"16343",153.28,1667244480000
"16344",153.34,1667244540000
"16345",153.2792,1667244600000
"16346",153.29,1667244660000
"16347",153.41,1667244720000
"16348",153.395,1667244780000
"16349",153.43,1667244840000
"16350",153.41,1667244900000
"16351",153.42,1667244960000
"16352",153.56,1667245020000
"16353",153.5,1667245080000
"16354",153.5241,1667245140000
"16355",153.4926,1667245200000
"16356",153.54,1667245260000
"16357",153.5204,1667245320000
"16358",153.4598,1667245380000
"16359",153.435,1667245440000
"16360",153.2799,1667245500000
"16361",153.3,1667245560000
"16362",153.25,1667245620000
"16363",153.155,1667245680000
"16364",153.1,1667245740000
"16365",153.03,1667245800000
"16366",152.88,1667245860000
"16367",153.04,1667245920000
"16368",152.9489,1667245980000
"16369",152.92,1667246040000
"16370",153.07,1667246100000
"16371",152.97,1667246160000
"16372",153.12,1667246220000
"16373",153.08,1667246280000
"16374",153.45,1667246340000
"16375",153.33,1667246400000
"16376",153.32,1667246460000
"16377",153.34,1667246520000
"16378",153.24,1667246580000
"16379",153.18,1667246640000
"16380",153.2,1667246700000
"16381",153.34,1667246760000
"16382",153.17,1667246820000
"16383",153.34,1667246880000
"16384",153.15,1667246940000
"16385",153.24,1.667247e+12
"16386",153.28,1667247060000
"16387",153.32,1667247120000
"16388",153.24,1667247180000
"16389",153.27,1667247240000
"16390",153.34,1667247300000
"16391",153.32,1667247360000
"16392",153.34,1667247420000
"16393",153.36,1667247480000
"16394",153.3707,1667247540000
"16395",153.34,1667247600000
"16396",153.37,1667247660000
"16397",153.38,1667247720000
"16398",153.42,1667247780000
"16399",153.42,1667247840000
"16400",153.4,1667247900000
"16401",153.4,1667247960000
"16402",153.46,1667248020000
"16403",153.44,1667248080000
"16404",153.35,1667248140000
"16405",153.4,1667248200000
"16406",153.48,1667248260000
"16407",153.42,1667248320000
"16408",153.42,1667248380000
"16409",153.45,1667248440000
"16410",153.4,1667248500000
"16411",153.43,1667248560000
"16412",153.46,1667248620000
"16413",153.46,1667248680000
"16414",153.42,1667248740000
"16415",153.42,1667248800000
"16416",153.45,1667248860000
"16417",153.43,1667248920000
"16418",153.58,1667248980000
"16419",153.58,1667249040000
"16420",153.53,1667249100000
"16421",153.58,1667249160000
"16422",153.51,1667249220000
"16423",153.51,1667249280000
"16424",153.5,1667249400000
"16425",153.5,1667249460000
"16426",153.44,1667249700000
"16427",153.449,1667249760000
"16428",153.4,1667249820000
"16429",153.41,1667249880000
"16430",153.4,1667249940000
"16431",153.4,1.66725e+12
"16432",153.42,1667250060000
"16433",153.45,1667250120000
"16434",153.49,1667250180000
"16435",153.42,1667250240000
"16436",153.34,1667250300000
"16437",153.42,1667250360000
"16438",153.47,1667250420000
"16439",153.43,1667250480000
"16440",153.41,1667250540000
"16441",153.4,1667250600000
"16442",153.42,1667250720000
"16443",153.43,1667250780000
